epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
442,3757.44,1.43412,0.04543,0.3517,0.68596,0.02948,4.24474,0.90903,0.96774,0.97497,0.66946,0.91913,0.97849,0.97733,0.96852,1.66583,0.08571,0.15384,0.51929,0.04297,0,0.0012682,0.0012682,0.0012682
443,3766.18,1.43445,0.0646,0.35962,0.66878,0.03009,4.60394,0.89279,0.98501,0.97159,0.6781,0.90834,0.95906,0.96634,0.9638,1.65497,0.1427,0.16872,0.52276,0.04397,0,0.0012484,0.0012484,0.0012484
444,3774.79,1.47404,0.06541,0.34263,0.74507,0.0308,4.77878,0.89908,0.97849,0.98171,0.69122,0.90953,0.97296,0.97776,0.97484,1.62862,0.09446,0.16708,0.52148,0.04176,0,0.0012286,0.0012286,0.0012286
445,3783.37,1.50014,0.06838,0.46054,0.7079,0.03148,4.85971,0.94437,0.91265,0.97783,0.66203,0.95549,0.9234,0.98116,0.97261,1.72215,0.07763,0.17513,0.52577,0.04464,0,0.0012088,0.0012088,0.0012088
446,3791.97,1.39921,0.04589,0.32611,0.71599,0.02971,4.22216,0.84154,0.97081,0.95035,0.64646,0.85086,0.98156,0.95911,0.95508,1.72116,0.06228,0.17071,0.5767,0.04478,0,0.001189,0.001189,0.001189
447,3800.57,1.45575,0.06588,0.34522,0.70345,0.03039,4.67992,0.89558,0.95699,0.95229,0.65501,0.90597,0.96774,0.96075,0.9592,1.6425,0.05876,0.16594,0.51945,0.04247,0,0.0011692,0.0011692,0.0011692
448,3809.17,1.48131,0.0564,0.34929,0.72521,0.03135,4.55663,0.9466,0.96774,0.97306,0.67392,0.95712,0.97849,0.98241,0.98051,1.64643,0.05844,0.14785,0.45964,0.04258,0,0.0011494,0.0011494,0.0011494
449,3818.01,1.4478,0.05783,0.34785,0.7047,0.03076,4.74104,0.94713,0.96774,0.97017,0.65141,0.95766,0.97849,0.97905,0.97796,1.69199,0.05923,0.14566,0.47753,0.04406,0,0.0011296,0.0011296,0.0011296
450,3826.95,1.44158,0.03876,0.35278,0.6787,0.02987,4.20613,0.91526,0.92909,0.96649,0.67027,0.93732,0.96476,0.97489,0.97343,1.60776,0.10402,0.15796,0.49572,0.04243,0,0.0011098,0.0011098,0.0011098
451,3836.06,1.50857,0.0541,0.32475,0.7248,0.03138,4.84648,0.90171,0.95699,0.97986,0.69036,0.90882,0.96456,0.98004,0.97815,1.5989,0.10777,0.1495,0.45072,0.04214,0,0.00109,0.00109,0.00109
452,3844.97,1.47404,0.05433,0.34229,0.71896,0.03069,4.26276,0.90747,0.96774,0.97667,0.67328,0.91755,0.97849,0.98425,0.98229,1.6991,0.1122,0.15521,0.44242,0.04551,0,0.0010702,0.0010702,0.0010702
453,3853.67,1.43203,0.04666,0.36629,0.68317,0.03073,4.38907,0.92596,0.94138,0.97382,0.66004,0.93652,0.95188,0.98249,0.98009,1.69753,0.11035,0.15534,0.49855,0.04554,0,0.0010504,0.0010504,0.0010504
454,3862.16,1.4838,0.06893,0.36179,0.70167,0.03122,4.74533,0.90573,0.93548,0.97025,0.68917,0.92708,0.95698,0.97991,0.97736,1.62183,0.07306,0.13887,0.56035,0.0426,0,0.0010306,0.0010306,0.0010306
455,3870.54,1.4728,0.0425,0.35101,0.67547,0.02953,4.06587,0.89914,0.95861,0.97239,0.67815,0.90909,0.96771,0.98057,0.97729,1.69739,0.12544,0.14254,0.5126,0.04556,0,0.0010108,0.0010108,0.0010108
456,3878.85,1.45593,0.06668,0.35401,0.68732,0.03071,4.50077,0.89649,0.96774,0.97099,0.66282,0.90645,0.97849,0.97852,0.97631,1.73042,0.11865,0.14862,0.51691,0.04648,0,0.000991,0.000991,0.000991
457,3887.03,1.47812,0.06954,0.37482,0.70936,0.03049,4.63112,0.88799,0.93768,0.97262,0.69436,0.89817,0.94844,0.98074,0.97828,1.62562,0.11347,0.155,0.47924,0.04333,0,0.0009712,0.0009712,0.0009712
458,3895.32,1.45908,0.05213,0.35003,0.71868,0.02988,4.54269,0.93937,0.91398,0.97637,0.68817,0.93937,0.91398,0.9784,0.97567,1.60306,0.10429,0.14241,0.47214,0.0427,0,0.0009514,0.0009514,0.0009514
459,3903.59,1.38234,0.05955,0.38036,0.64409,0.02816,4.23036,0.92498,0.95699,0.9773,0.67235,0.92771,0.9659,0.98318,0.98002,1.62908,0.10235,0.14723,0.45626,0.04348,0,0.0009316,0.0009316,0.0009316
460,3912.07,1.47007,0.06354,0.36227,0.70122,0.03046,4.55275,0.93725,0.96374,0.97482,0.69235,0.9477,0.9742,0.98283,0.98011,1.58544,0.10786,0.14636,0.42967,0.04181,0,0.0009118,0.0009118,0.0009118
461,3920.57,1.41042,0.04788,0.37224,0.64989,0.02891,4.09947,0.94719,0.96427,0.98577,0.69842,0.94719,0.96427,0.98577,0.98273,1.57641,0.10957,0.14541,0.41649,0.04128,0,0.000892,0.000892,0.000892
462,3928.87,1.43212,0.05626,0.34975,0.67552,0.02969,4.80482,0.94782,0.97652,0.9871,0.69315,0.94782,0.97652,0.9871,0.98403,1.59125,0.11578,0.14719,0.42495,0.04176,0,0.0008722,0.0008722,0.0008722
463,3937.12,1.44928,0.043,0.34938,0.68024,0.02979,4.45129,0.93441,0.96774,0.98509,0.68728,0.93441,0.96774,0.98544,0.98223,1.58691,0.12548,0.15206,0.45033,0.04182,0,0.0008524,0.0008524,0.0008524
464,3945.43,1.45314,0.05478,0.35511,0.64832,0.03004,4.41679,0.93205,0.97849,0.9808,0.68808,0.93205,0.97849,0.98114,0.97827,1.58358,0.12783,0.14973,0.44914,0.0415,0,0.0008326,0.0008326,0.0008326
465,3953.54,1.40191,0.07283,0.37558,0.63703,0.02888,4.57566,0.93182,0.96774,0.98375,0.6925,0.93182,0.96774,0.98375,0.98032,1.59793,0.12423,0.1501,0.45813,0.04188,0,0.0008128,0.0008128,0.0008128
466,3961.65,1.44147,0.05654,0.36943,0.65638,0.02983,4.67455,0.94728,0.96598,0.97849,0.69612,0.95781,0.97653,0.98647,0.98252,1.58135,0.12981,0.15225,0.44481,0.04146,0,0.000793,0.000793,0.000793
467,3969.92,1.43612,0.06028,0.35997,0.68614,0.0293,4.35469,0.9269,0.95447,0.97725,0.69451,0.93734,0.96507,0.98494,0.98117,1.57702,0.12997,0.14749,0.45872,0.04152,0,0.0007732,0.0007732,0.0007732
468,3979.05,1.47346,0.05698,0.35556,0.70517,0.03146,4.87202,0.92388,0.96774,0.97313,0.69532,0.93429,0.97849,0.98152,0.97815,1.57826,0.13154,0.14064,0.46849,0.04158,0,0.0007534,0.0007534,0.0007534
469,3987.38,1.40223,0.07093,0.37964,0.65281,0.02924,4.63458,0.93729,0.96428,0.97603,0.69271,0.94773,0.97487,0.9836,0.98066,1.61083,0.12677,0.14497,0.44317,0.04264,0,0.0007336,0.0007336,0.0007336
470,3995.6,1.48367,0.05391,0.3467,0.68482,0.03164,4.71019,0.92505,0.96774,0.97506,0.68932,0.93533,0.97849,0.98246,0.97968,1.59627,0.11959,0.14445,0.4309,0.04205,0,0.0007138,0.0007138,0.0007138
471,4003.82,1.45486,0.05467,0.38555,0.68092,0.0298,4.3523,0.94689,0.95847,0.98003,0.698,0.94689,0.95847,0.98003,0.97629,1.57718,0.12186,0.1418,0.40288,0.04131,0,0.000694,0.000694,0.000694
472,4012.08,1.39806,0.06224,0.35446,0.70409,0.0286,4.33548,0.92873,0.98087,0.97796,0.70434,0.92873,0.98087,0.97796,0.97185,1.5691,0.12748,0.14126,0.39965,0.04093,0,0.0006742,0.0006742,0.0006742
473,4020.2,1.46929,0.04899,0.34062,0.69395,0.03033,4.45975,0.93725,0.96368,0.98047,0.70157,0.93725,0.96368,0.98047,0.97637,1.5723,0.12162,0.13408,0.39215,0.04101,0,0.0006544,0.0006544,0.0006544
474,4028.46,1.39277,0.05229,0.38998,0.65741,0.02902,4.37008,0.92852,0.97776,0.97478,0.69549,0.93873,0.98842,0.98224,0.98022,1.59131,0.11979,0.12962,0.37712,0.04172,0,0.0006346,0.0006346,0.0006346
475,4036.75,1.39648,0.06677,0.35303,0.66402,0.0286,4.36088,0.94742,0.96881,0.98384,0.70178,0.94742,0.96881,0.98384,0.98194,1.58144,0.12075,0.13259,0.36254,0.04134,0,0.0006148,0.0006148,0.0006148
476,4045.08,1.40694,0.05284,0.3556,0.65888,0.0292,4.27973,0.94778,0.97573,0.98399,0.70713,0.94778,0.97573,0.98399,0.98195,1.58682,0.11825,0.13531,0.36268,0.04155,0,0.000595,0.000595,0.000595
477,4053.3,1.3868,0.06473,0.35658,0.65196,0.02894,4.39103,0.9471,0.96268,0.9798,0.69888,0.9471,0.96268,0.9798,0.97788,1.58686,0.11617,0.13715,0.38062,0.04152,0,0.0005752,0.0005752,0.0005752
478,4061.58,1.39958,0.05437,0.38523,0.63827,0.02958,4.52388,0.90942,0.97158,0.97431,0.68918,0.91948,0.98233,0.98049,0.97849,1.58087,0.11782,0.1376,0.37564,0.04149,0,0.0005554,0.0005554,0.0005554
479,4069.82,1.40639,0.05304,0.39289,0.64379,0.02884,4.30083,0.93645,0.95064,0.97281,0.68215,0.94728,0.96606,0.9802,0.97832,1.58233,0.11388,0.14233,0.38201,0.04152,0,0.0005356,0.0005356,0.0005356
480,4077.97,1.37847,0.04771,0.33198,0.65368,0.02872,4.19775,0.92609,0.94316,0.96935,0.67998,0.93665,0.95391,0.9773,0.97532,1.61615,0.11255,0.14407,0.39505,0.04267,0,0.0005158,0.0005158,0.0005158
481,4086.74,1.43164,0.0486,0.36286,0.70239,0.02947,4.38864,0.91751,0.95681,0.96644,0.68349,0.92781,0.96743,0.97367,0.9715,1.60999,0.11155,0.14618,0.39796,0.04251,0,0.000496,0.000496,0.000496
482,4095.55,1.44413,0.05153,0.31597,0.67034,0.03002,4.244,0.91706,0.96774,0.96371,0.68769,0.92749,0.97849,0.97139,0.96765,1.61083,0.10953,0.14676,0.3946,0.04265,0,0.0004762,0.0004762,0.0004762
483,4103.98,1.38251,0.05283,0.31275,0.66582,0.02826,4.36511,0.91822,0.96589,0.96256,0.68398,0.92844,0.97664,0.97022,0.96644,1.61485,0.1069,0.15086,0.39822,0.04265,0,0.0004564,0.0004564,0.0004564
484,4112.1,1.41952,0.06498,0.34621,0.66636,0.02938,4.78127,0.92775,0.96774,0.96371,0.68834,0.93314,0.97849,0.971,0.96807,1.6156,0.10683,0.14826,0.39427,0.04265,0,0.0004366,0.0004366,0.0004366
485,4120.19,1.42769,0.06108,0.33567,0.69315,0.0299,4.35671,0.94346,0.96774,0.96765,0.68947,0.93788,0.97411,0.97491,0.97197,1.60572,0.10851,0.14382,0.38717,0.04231,0,0.0004168,0.0004168,0.0004168
486,4129.07,1.40252,0.06018,0.35416,0.68947,0.02901,4.59308,0.93899,0.95699,0.97062,0.69437,0.93802,0.97849,0.97805,0.97511,1.58445,0.10733,0.13733,0.38295,0.04167,0,0.000397,0.000397,0.000397
487,4138.05,1.43757,0.03878,0.35788,0.68218,0.02997,4.01881,0.93169,0.94624,0.97317,0.7042,0.94228,0.95699,0.98078,0.97696,1.57053,0.10791,0.13583,0.37748,0.04109,0,0.0003772,0.0003772,0.0003772
488,4146.68,1.41966,0.05078,0.32992,0.69288,0.02929,4.33158,0.94737,0.92473,0.97433,0.70629,0.93667,0.95426,0.98208,0.97841,1.56343,0.10702,0.13685,0.37716,0.0408,0,0.0003574,0.0003574,0.0003574
489,4155.18,1.39616,0.04282,0.34684,0.67301,0.02824,4.21984,0.91892,0.97491,0.97572,0.6992,0.92904,0.98548,0.98327,0.97954,1.57313,0.10657,0.13668,0.36967,0.04109,0,0.0003376,0.0003376,0.0003376
490,4163.77,1.38717,0.04135,0.32777,0.69958,0.02954,4.47527,0.92818,0.95699,0.97599,0.69844,0.93861,0.96774,0.98359,0.97981,1.5804,0.10753,0.1371,0.37238,0.0413,0,0.0003178,0.0003178,0.0003178
491,4199.53,1.18599,0.03349,0.27419,0.63429,0.03619,5.19085,0.93468,0.97849,0.97924,0.71065,0.94495,0.98925,0.98701,0.98121,1.56865,0.14666,0.12336,0.39272,0.04137,0,0.000298,0.000298,0.000298
492,4208.27,1.21394,0.03646,0.26845,0.54847,0.03723,5.12911,0.916,0.93805,0.9724,0.6982,0.9265,0.9488,0.98094,0.97052,1.57661,0.14259,0.11096,0.48752,0.0414,0,0.0002782,0.0002782,0.0002782
493,4216.83,1.17201,0.04816,0.27298,0.48656,0.03732,5.60013,0.90635,0.93657,0.97226,0.69478,0.91669,0.94651,0.98005,0.97034,1.59346,0.1546,0.10387,0.47706,0.04202,0,0.0002584,0.0002584,0.0002584
494,4225.53,1.1797,0.06031,0.27923,0.43585,0.03595,5.14858,0.93477,0.92452,0.97489,0.69206,0.94562,0.93498,0.9832,0.97321,1.62847,0.15936,0.10005,0.45211,0.04322,0,0.0002386,0.0002386,0.0002386
495,4234.09,1.20053,0.04589,0.27184,0.44118,0.03716,5.43428,0.91695,0.92473,0.97343,0.69635,0.92761,0.93548,0.98156,0.97199,1.60896,0.16144,0.10296,0.45027,0.04265,0,0.0002188,0.0002188,0.0002188
496,4242.74,1.19932,0.03581,0.27086,0.4149,0.03683,5.15057,0.88839,0.94149,0.96988,0.70876,0.89854,0.95224,0.97755,0.96838,1.58701,0.15749,0.10186,0.46091,0.04193,0,0.000199,0.000199,0.000199
497,4251.66,1.11162,0.04112,0.29863,0.42239,0.03452,5.04781,0.90627,0.93568,0.97071,0.70672,0.91864,0.94624,0.97805,0.96958,1.58437,0.15456,0.09928,0.45417,0.04187,0,0.0001792,0.0001792,0.0001792
498,4260.31,1.13491,0.04909,0.23751,0.36868,0.03486,5.0877,0.89746,0.9411,0.96875,0.70963,0.93147,0.93548,0.97681,0.96812,1.57841,0.14449,0.09702,0.46704,0.04157,0,0.0001594,0.0001594,0.0001594
499,4268.98,1.1218,0.03588,0.24932,0.37637,0.03469,4.81286,0.88115,0.95667,0.96977,0.70983,0.91664,0.95699,0.9787,0.96939,1.56855,0.14804,0.09387,0.49375,0.04129,0,0.0001396,0.0001396,0.0001396
500,4277.59,1.19162,0.0324,0.23234,0.38515,0.03708,5.29318,0.90476,0.94624,0.97101,0.70803,0.92532,0.96774,0.97951,0.97023,1.56885,0.14776,0.09596,0.46971,0.0413,0,0.0001198,0.0001198,0.0001198
