epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,1477.52,0.97178,0.60245,1.35803,0.84336,0.84143,0.84655,0.4964,1.52202,0.70371,1.99237,0.008713,0.008713,0.008713
132,1488.59,0.98101,0.61805,1.35866,0.83893,0.80243,0.81502,0.47035,1.58018,0.75133,2.11005,0.0087031,0.0087031,0.0087031
133,1500,0.97992,0.60652,1.35926,0.82624,0.84032,0.84363,0.50652,1.52963,0.7082,2.011,0.0086932,0.0086932,0.0086932
134,1511.1,0.98062,0.60895,1.36613,0.83841,0.84156,0.84871,0.49382,1.56422,0.70046,2.03347,0.0086833,0.0086833,0.0086833
135,1522.2,0.96243,0.59937,1.33936,0.84171,0.84397,0.84497,0.49197,1.54965,0.71481,2.0417,0.0086734,0.0086734,0.0086734
136,1533.2,0.96507,0.59765,1.33835,0.85692,0.82759,0.84627,0.5002,1.5445,0.74884,2.00128,0.0086635,0.0086635,0.0086635
137,1544.34,0.96221,0.59735,1.33842,0.8639,0.8338,0.84063,0.49741,1.55236,0.72067,2.02489,0.0086536,0.0086536,0.0086536
138,1555.5,0.95822,0.60137,1.33993,0.86995,0.85126,0.8584,0.49249,1.55672,0.73891,2.02978,0.0086437,0.0086437,0.0086437
139,1566.55,0.96998,0.60577,1.35025,0.84698,0.85303,0.85093,0.50305,1.51421,0.72496,1.99545,0.0086338,0.0086338,0.0086338
140,1577.63,0.95214,0.58724,1.3321,0.82297,0.85116,0.85139,0.49892,1.56024,0.71272,2.04391,0.0086239,0.0086239,0.0086239
141,1588.83,0.95496,0.59653,1.3401,0.86878,0.83313,0.85053,0.49163,1.55151,0.72835,2.0047,0.008614,0.008614,0.008614
142,1599.87,0.95821,0.59022,1.34258,0.85302,0.84809,0.85593,0.49692,1.54331,0.7223,2.01771,0.0086041,0.0086041,0.0086041
143,1610.91,0.95134,0.5966,1.33738,0.8371,0.84646,0.84908,0.49737,1.54123,0.74239,2.01256,0.0085942,0.0085942,0.0085942
144,1622.06,0.9462,0.58416,1.33742,0.82369,0.84768,0.84415,0.49962,1.52206,0.72966,2.00446,0.0085843,0.0085843,0.0085843
145,1633.2,0.95434,0.58846,1.33943,0.85459,0.85504,0.86211,0.50496,1.53798,0.71063,2.02513,0.0085744,0.0085744,0.0085744
146,1644.44,0.95665,0.59181,1.33502,0.84355,0.85595,0.862,0.497,1.54451,0.70203,2.02235,0.0085645,0.0085645,0.0085645
147,1655.7,0.9549,0.58183,1.33301,0.83413,0.83783,0.84593,0.49543,1.52779,0.71179,2.01377,0.0085546,0.0085546,0.0085546
148,1666.79,0.93138,0.57657,1.31655,0.85246,0.84752,0.85721,0.50804,1.53595,0.68229,2.00667,0.0085447,0.0085447,0.0085447
149,1677.93,0.95427,0.58422,1.3292,0.8606,0.83967,0.85154,0.50014,1.54708,0.70079,2.04362,0.0085348,0.0085348,0.0085348
150,1689,0.94596,0.58602,1.33576,0.86065,0.83971,0.85345,0.49188,1.5448,0.71692,2.03822,0.0085249,0.0085249,0.0085249
151,1700.08,0.92982,0.5828,1.31775,0.82626,0.84639,0.84419,0.50822,1.49603,0.69087,1.98223,0.008515,0.008515,0.008515
152,1711.12,0.94265,0.57768,1.3269,0.83993,0.83034,0.84449,0.48261,1.59408,0.74654,2.09172,0.0085051,0.0085051,0.0085051
153,1722.43,0.92522,0.56654,1.30546,0.85524,0.85242,0.86044,0.50378,1.56384,0.6965,2.0528,0.0084952,0.0084952,0.0084952
154,1733.48,0.92248,0.57399,1.3145,0.86337,0.86443,0.86295,0.5023,1.53397,0.67713,2.04356,0.0084853,0.0084853,0.0084853
155,1744.53,0.92299,0.56999,1.30635,0.84811,0.83587,0.85532,0.49829,1.55984,0.69504,2.10855,0.0084754,0.0084754,0.0084754
156,1755.72,0.90829,0.56002,1.29781,0.8534,0.82648,0.85891,0.50841,1.53541,0.71177,2.0783,0.0084655,0.0084655,0.0084655
157,1766.75,0.92302,0.5691,1.30941,0.86197,0.85131,0.86528,0.50498,1.54845,0.70707,2.04369,0.0084556,0.0084556,0.0084556
158,1777.97,0.92205,0.57491,1.30649,0.86331,0.84594,0.8595,0.50909,1.51725,0.71006,2.0371,0.0084457,0.0084457,0.0084457
159,1788.98,0.91241,0.56716,1.30084,0.84706,0.84336,0.8515,0.50356,1.53418,0.70204,2.08363,0.0084358,0.0084358,0.0084358
160,1800.09,0.92276,0.56373,1.30269,0.85898,0.81542,0.84323,0.48618,1.58333,0.74491,2.09326,0.0084259,0.0084259,0.0084259
161,1811.15,0.91457,0.56514,1.29907,0.8285,0.85108,0.84852,0.48513,1.59051,0.7163,2.0928,0.008416,0.008416,0.008416
162,1822.14,0.91101,0.56059,1.30579,0.85852,0.83332,0.84505,0.49537,1.55139,0.72851,2.08405,0.0084061,0.0084061,0.0084061
163,1833.26,0.9021,0.5561,1.2917,0.8613,0.85792,0.85718,0.50329,1.53522,0.68494,2.06318,0.0083962,0.0083962,0.0083962
164,1844.4,0.90732,0.56274,1.29721,0.82407,0.87312,0.85226,0.50014,1.56033,0.7124,2.06448,0.0083863,0.0083863,0.0083863
165,1855.49,0.9211,0.55834,1.29802,0.87466,0.84662,0.86726,0.50078,1.54829,0.68929,2.05721,0.0083764,0.0083764,0.0083764
166,1866.6,0.9297,0.56983,1.31488,0.84783,0.85524,0.86507,0.5073,1.54512,0.68922,2.04424,0.0083665,0.0083665,0.0083665
167,1877.86,0.90932,0.55816,1.29901,0.85751,0.83438,0.85076,0.50441,1.52432,0.70341,2.03101,0.0083566,0.0083566,0.0083566
168,1888.95,0.91148,0.5609,1.30076,0.83263,0.847,0.85137,0.5065,1.53892,0.68655,2.05411,0.0083467,0.0083467,0.0083467
169,1900.11,0.91946,0.56202,1.29656,0.87118,0.83611,0.85182,0.50729,1.54168,0.70626,2.05705,0.0083368,0.0083368,0.0083368
170,1911.26,0.90673,0.55379,1.29521,0.87691,0.85113,0.87546,0.51104,1.52125,0.67418,2.02263,0.0083269,0.0083269,0.0083269
171,1922.91,0.89269,0.53993,1.26963,0.84285,0.83588,0.86553,0.49909,1.54967,0.70267,2.07284,0.008317,0.008317,0.008317
172,1934.05,0.90204,0.54963,1.29403,0.87104,0.86715,0.87886,0.5056,1.54553,0.6761,2.07141,0.0083071,0.0083071,0.0083071
173,1945.12,0.90777,0.55546,1.2944,0.86533,0.8427,0.86389,0.49342,1.5585,0.71131,2.1021,0.0082972,0.0082972,0.0082972
174,1956.35,0.89844,0.54928,1.28833,0.86557,0.84325,0.87039,0.51199,1.53232,0.66217,2.05987,0.0082873,0.0082873,0.0082873
175,1967.43,0.9205,0.55451,1.31141,0.85919,0.86383,0.86715,0.51572,1.51677,0.68021,2.05125,0.0082774,0.0082774,0.0082774
176,1978.55,0.90655,0.55934,1.29455,0.8613,0.85691,0.84606,0.50095,1.54079,0.68466,2.03735,0.0082675,0.0082675,0.0082675
177,1989.67,0.88553,0.54571,1.28363,0.84977,0.85451,0.85552,0.50383,1.53534,0.66718,2.07304,0.0082576,0.0082576,0.0082576
178,2000.79,0.89757,0.55146,1.29149,0.85581,0.85611,0.85771,0.50271,1.52739,0.68693,2.07411,0.0082477,0.0082477,0.0082477
179,2011.89,0.88041,0.53884,1.27374,0.8449,0.88543,0.86452,0.50291,1.56008,0.6711,2.10319,0.0082378,0.0082378,0.0082378
